st,CYQ,year,quarter,CYQ_Total_Wages,staxemp,CYQ_Taxable_Wages,AWW
DC,1989.1,1989,1,3121306.618,2394924.176,394448.285,528.1562246
DC,1989.2,1989,2,3401218.491,2621674.796,338540.547,542.5746282
DC,1989.3,1989,3,3283476.426,2566371.562,1666046.327,553.7582939
DC,1989.4,1989,4,3320448.703,2444121.777,651256.361,566.1624447
DC,1990.1,1990,1,3257451.683,2469098.415,378149.213,569.2080956
DC,1990.2,1990,2,3688176.814,2781754.121,327967.352,580.4451079
DC,1990.3,1990,3,3458455.11,2587393.585,1731422.776,586.0229598
DC,1990.4,1990,4,3497034.812,2566283.15,636860.528,592.2545649
DC,1991.1,1991,1,3402876.493,2542403.153,358418.032,598.8500371
DC,1991.2,1991,2,3837748.16,2880168.242,292635.585,606.7534748
DC,1991.3,1991,3,3446848.702,2565756.889,1709620.612,610.7976039
DC,1991.4,1991,4,3515859.382,2562597.554,533330.808,617.1963454
DC,1992.1,1992,1,3433792.089,2553181.249,313188.251,625.0643961
DC,1992.2,1992,2,3859716.925,2882441.076,266207.166,632.4550108
DC,1992.3,1992,3,3584489.402,2662261.773,1712105.939,643.2634757
DC,1992.4,1992,4,3568636.024,2624406.341,559687.527,648.9958993
DC,1993.1,1993,1,3552532.091,2630182.422,318946.946,657.0672997
DC,1993.2,1993,2,4122910.795,3145490.812,276363.258,669.8147981
DC,1993.3,1993,3,3535268.904,2629163.279,1783933.138,668.0806892
DC,1993.4,1993,4,3672068.764,2725094.174,665644.038,673.7507994
DC,1994.1,1994,1,3653026.079,2725221.983,364950.928,678.064372
DC,1994.2,1994,2,4272830.018,3246100.224,313462.829,684.2044858
DC,1994.3,1994,3,3718749.954,2767063.256,1855634.042,693.9925671
DC,1994.4,1994,4,3794872.346,2803535.024,717928.842,699.5324391
DC,1995.1,1995,1,3961276.146,2897646.255,415195.213,712.2271246
DC,1995.2,1995,2,4168655.923,3198418.442,326085.589,707.8227441
DC,1995.3,1995,3,3973475.57,2964038.493,1990127.881,719.3961118
DC,1995.4,1995,4,3904003.275,2935474.804,736451.717,725.5143346
DC,1996.1,1996,1,3876681.212,2911588.378,407302.195,724.5383014
DC,1996.2,1996,2,4237606.476,3302665.641,330725.959,732.4351894
DC,1996.3,1996,3,4132123.604,3153784.319,2009274.807,743.5036513
DC,1996.4,1996,4,3878554.017,2962284.384,715540.491,748.1757954
DC,1997.1,1997,1,4104979.389,3147330.915,436599.461,758.478913
DC,1997.2,1997,2,4513165.316,4063864.043,383718.681,773.7218529
DC,1997.3,1997,3,4163391.729,3248596.134,1876145.964,781.7962432
DC,1997.4,1997,4,4125852.653,3297149.034,622217.557,794.7343089
DC,1998.1,1998,1,4275095.874,3327108.821,419157.334,803.4951296
DC,1998.2,1998,2,4837284.634,3883018.673,366862.376,821.9312386
DC,1998.3,1998,3,4549785.428,3607516.26,2034056.17,831.6006898
DC,1998.4,1998,4,4392490.78,3488510.661,640202.29,840.3887635
DC,1999.1,1999,1,4619017.753,3622337.754,411264.638,858.9362529
DC,1999.2,1999,2,5088421.668,4047508.368,357031.844,867.0507208
DC,1999.3,1999,3,4881976.065,3932890.219,2125512.91,878.8070104
DC,1999.4,1999,4,4836971.64,3841902.738,668492.657,895.0057924
DC,2000.1,2000,1,5111561.009,4040914.941,442899.564,906.0241232
DC,2000.2,2000,2,5791933.9,4706512.46,414710.685,919.4568951
DC,2000.3,2000,3,5586163.926,4610366.127,2309757.205,940.415693
DC,2000.4,2000,4,5334217.42,4320400.158,699351.778,946.9938721
DC,2001.1,2001,1,5360309.926,4370047.457,472388.785,946.995219
DC,2001.2,2001,2,6258328.59,5180831.35,412246.693,955.2271767
DC,2001.3,2001,3,6003626.159,4988585.806,2429107.885,968.6661518
DC,2001.4,2001,4,5780636.181,4704296.141,665602.477,987.3384834
DC,2002.1,2002,1,5661890.6,4589856.447,429172.299,1001.097854
DC,2002.2,2002,2,6342052.32,5211963.337,354172.937,1011.789589
DC,2002.3,2002,3,6104281.471,5005361.536,2442646.283,1014.200571
DC,2002.4,2002,4,5958127.286,4753221.754,625887.53,1017.908976
DC,2003.1,2003,1,5865880.491,4741810.237,408610.547,1023.192827
DC,2003.2,2003,2,6706919.34,5476740.756,347491.533,1034.718777
DC,2003.3,2003,3,6301985.247,5137941.817,2481199.734,1040.431564
DC,2003.4,2003,4,6166891.429,4908388.721,609148.629,1049.659024
DC,2004.1,2004,1,6119533.829,4901089.455,393433.119,1060.213287
DC,2004.2,2004,2,6971211.448,5679546.828,353081.814,1071.632253
DC,2004.3,2004,3,6833184.412,5591877.172,2520042.582,1091.51686
DC,2004.4,2004,4,6502906.019,5210134.189,643575.433,1099.216327
DC,2005.1,2005,1,6530754.639,5261766.426,425156.871,1110.754393
DC,2005.2,2005,2,7551228.191,6185130.417,374124.762,1129.286494
DC,2005.3,2005,3,7049249.383,5754433.109,2583260.515,1133.163108
DC,2005.4,2005,4,6928929.845,5591789.617,649554.752,1145.413253
DC,2006.1,2006,1,7212541.765,5766010.413,449734.363,1169.389525
DC,2006.2,2006,2,7784140.03,6414116.239,385013.252,1175.995812
DC,2006.3,2006,3,7914686.595,6491086.567,2689713.148,1208.554497
DC,2006.4,2006,4,7322528.601,5951528.13,648316.915,1223.809956
DC,2007.1,2007,1,7474628.292,5996826.737,458050.507,1231.019807
DC,2007.2,2007,2,8370567.848,6908800.428,394982.754,1249.139127
DC,2007.3,2007,3,8529786.268,7012703.532,2801019.624,1267.323099
DC,2007.4,2007,4,7805056.075,6372533.442,653012.83,1279.976533
DC,2008.1,2008,1,8126600.471,6577607.558,459190.695,1301.131553
DC,2008.2,2008,2,8883829.053,7383061.839,395800.817,1315.937236
DC,2008.3,2008,3,9031289.26,7402590.951,2849557.945,1333.529706
DC,2008.4,2008,4,8150605.346,6611496.418,644308.084,1342.91458
DC,2009.1,2009,1,8291941.417,6641107.149,451324.988,1344.58493
DC,2009.2,2009,2,9348111.416,7674783.521,358830.145,1362.764295
DC,2009.3,2009,3,8565693.668,6956784.217,2834360.347,1345.951671
DC,2009.4,2009,4,8167829.06,6546431.758,579466.578,1354.533508
DC,2010.1,2010,1,8133236.408,6480034.885,377833.238,1358.751105
DC,2010.2,2010,2,9328590.2,7618184.772,344948.795,1365.185173
DC,2010.3,2010,3,8645707.17,7047734.732,2798545.294,1372.804816
DC,2010.4,2010,4,8381223.679,6741231.171,643801.744,1378.292413
DC,2011.1,2011,1,8432001.993,6725406.801,422403.387,1387.949215
DC,2011.2,2011,2,9755464.161,7977198.771,364353.991,1403.012878
DC,2011.3,2011,3,9093619.196,7466957.031,2889252.509,1412.86091
DC,2011.4,2011,4,8734604.394,7066961.86,641396.125,1420.6513
DC,2012.1,2012,1,9055341.876,7281036.349,448351.504,1436.360775
DC,2012.2,2012,2,9921427.672,8127814.535,361585.519,1432.414694
DC,2012.3,2012,3,9781190.294,8056030.125,2996823.223,1449.613326
DC,2012.4,2012,4,9125181.926,7350314.791,639237.352,1456.973979
DC,2013.1,2013,1,9067033.503,7319271.322,436863.358,1449.873059
DC,2013.2,2013,2,10568294.89,8676127.539,362959.447,1463.78956
DC,2013.3,2013,3,10037967.88,8239384.232,3058832.202,1466.829736
DC,2013.4,2013,4,9556340.307,7692093.218,655418.767,1473.901449
DC,2014.1,2014,1,9474081.915,7681742.3,467231.884,1477.821961
DC,2014.2,2014,2,10687626,8780619.406,398925.2,1473.289945
DC,2014.3,2014,3,10641478.72,8785052.944,3142456.823,1485.583813
DC,2014.4,2014,4,9953974.902,8011143.19,694453.704,1489.671103
DC,2015.1,2015,1,9931571.56,8024226.758,532488.253,1497.855418
DC,2015.2,2015,2,11322725.11,9302337.629,488672.956,1511.812666
DC,2015.3,2015,3,11150467.02,9182751.051,3250204.518,1521.425043
DC,2015.4,2015,4,10529182.29,8523049.968,803451.739,1535.156445
DC,2016.1,2016,1,10463492.07,8451873.597,552426.967,1544.408324
DC,2016.2,2016,2,12102031.99,9858848.143,509110.767,1559.9111
DC,2016.3,2016,3,11459019.2,9463737.991,3353632.042,1560.598308
DC,2016.4,2016,4,10865728.12,8844862.859,780795.503,1562.050883
DC,2017.1,2017,1,11266149.16,9126821.849,602448.233,1582.975621
DC,2017.2,2017,2,12077546.36,9960311.142,474867.478,1579.067211
DC,2017.3,2017,3,12618270.15,10433688.09,3501074.408,1614.288713
DC,2017.4,2017,4,11268247.59,9205234.518,740308.713,1622.32804
DC,2018.1,2018,1,11610509.97,9403304.962,542032.331,1627.855074
DE,1971.1,1971,1,NA,NA,NA,NA
DE,1971.2,1971,2,NA,NA,NA,NA
DE,1971.3,1971,3,NA,NA,NA,NA
DE,1971.4,1971,4,NA,NA,NA,NA
DE,1972.1,1972,1,NA,NA,NA,NA
DE,1972.2,1972,2,NA,NA,NA,NA
DE,1972.3,1972,3,NA,NA,NA,NA
DE,1972.4,1972,4,NA,NA,NA,NA
DE,1973.1,1973,1,NA,NA,NA,NA
DE,1973.2,1973,2,NA,NA,NA,NA
DE,1973.3,1973,3,NA,NA,NA,NA
DE,1973.4,1973,4,NA,NA,NA,NA
DE,1974.1,1974,1,NA,NA,NA,NA
DE,1974.2,1974,2,NA,NA,NA,NA
DE,1974.3,1974,3,516344.995,475218.303,376967.201,48.33834633
DE,1974.4,1974,4,507097.299,467048.51,216907.281,93.04678949
DE,1975.1,1975,1,535684.752,491837.341,121239.805,139.3325907
DE,1975.2,1975,2,542714.535,498531.105,82813.855,187.5992027
DE,1975.3,1975,3,547495.573,489846.712,378923.16,191.6463759
DE,1975.4,1975,4,519185.998,461597.226,195804.227,195.296745
DE,1976.1,1976,1,539121.736,516909.254,108185.14,198.8117331
DE,1976.2,1976,2,581199.679,558375.763,76600.434,203.425183
DE,1976.3,1976,3,579190.209,511464.685,417186.264,203.9139557
DE,1976.4,1976,4,592316.542,523592.508,193672.36,208.3866424
DE,1977.1,1977,1,596746.119,523477.797,106226.658,211.7608892
DE,1977.2,1977,2,633286.698,556640.884,74273.16,215.9061231
DE,1977.3,1977,3,607245.277,532619.436,411432.408,220.2950066
DE,1977.4,1977,4,630376.173,554033.628,192883.224,223.7393375
DE,1978.1,1978,1,666195.051,586170.845,116712.943,228.8375129
DE,1978.2,1978,2,680151.52,599877.138,75790.185,231.781225
DE,1978.3,1978,3,739950.853,612449.237,514205.863,236.2125627
DE,1978.4,1978,4,761353.297,630656.196,304592.363,240.7016503
DE,1979.1,1979,1,774999.891,644723.241,169210.865,244.0730037
DE,1979.2,1979,2,803820.107,669570.613,117027.984,247.3776534
DE,1979.3,1979,3,830577.367,685428.663,561498.492,251.7473371
DE,1979.4,1979,4,841024.711,693302.572,301807.283,255.4067359
DE,1980.1,1980,1,853684.165,708311.707,176579.968,258.428273
DE,1980.2,1980,2,891153.261,735279.098,121726.15,262.872963
DE,1980.3,1980,3,945554.405,788369.028,607393.718,270.5255568
DE,1980.4,1980,4,917760.535,756241.981,302572.322,276.3510946
DE,1981.1,1981,1,929790.851,770761.268,169758.7,283.5616356
DE,1981.2,1981,2,1005808.558,833597.508,121497.418,292.2326554
DE,1981.3,1981,3,991428.661,820861.979,628783.57,296.2758966
DE,1981.4,1981,4,1001809.844,825704.761,294087.048,302.1711624
DE,1982.1,1982,1,1022251.705,850676.597,171714.592,308.1148533
DE,1982.2,1982,2,1064644.619,880789.445,114794.059,313.0135797
DE,1982.3,1982,3,1065443.635,884476.644,667872.578,318.8472455
DE,1982.4,1982,4,1072490.989,885231.603,342867.904,324.4335124
DE,1983.1,1983,1,1099150.6,912753.644,188959.49,329.8214707
DE,1983.2,1983,2,1145747.742,952905.403,125089.255,335.7332678
DE,1983.3,1983,3,1151129.835,956782.177,749697.696,340.4432216
DE,1983.4,1983,4,1130386.265,938270.782,354038.309,343.1412074
DE,1984.1,1984,1,1162195.204,970705.39,210535.308,346.3276375
DE,1984.2,1984,2,1204058.211,1006532.162,145595.331,347.4590138
DE,1984.3,1984,3,1228602.613,1024275.707,824644.737,349.6595337
DE,1984.4,1984,4,1226418.275,1023071.416,415392.764,351.7423206
DE,1985.1,1985,1,1222309.49,1019061.552,250769.145,350.692884
DE,1985.2,1985,2,1311953.558,1097745.346,180097.746,353.5325726
DE,1985.3,1985,3,1339426.295,1121569.009,883852.823,356.8033347
DE,1985.4,1985,4,1333890.415,1115133.94,434586.64,360.1772894
DE,1986.1,1986,1,1318674.952,1100600.564,269593.146,362.6490598
DE,1986.2,1986,2,1424494.134,1190193.211,196539.758,366.3338663
DE,1986.3,1986,3,1416297.394,1176810.774,941139.954,368.223492
DE,1986.4,1986,4,1401313.498,1160696.75,469701.347,369.624429
DE,1987.1,1987,1,1406224.736,1166236.392,287294.707,372.8755577
DE,1987.2,1987,2,1527255.025,1268794.2,220136.494,375.7775096
DE,1987.3,1987,3,1547654.223,1289921.462,1012960.95,379.5361986
DE,1987.4,1987,4,1561506.931,1298278.675,519296.57,384.5540302
DE,1988.1,1988,1,1592548.532,1329685.935,321520.411,390.3207617
DE,1988.2,1988,2,1727578.378,1446329.314,244555.559,397.5251329
DE,1988.3,1988,3,1717481.057,1431982.63,1105368.783,403.7800656
DE,1988.4,1988,4,1700591.201,1403468.723,546067.422,408.0277955
DE,1989.1,1989,1,1781881.587,1486577.442,349216.798,415.1319972
DE,1989.2,1989,2,1892756.781,1580455.829,249601.008,420.9297334
DE,1989.3,1989,3,1921529.133,1608254.673,1219026.248,428.4564817
DE,1989.4,1989,4,1889840.208,1570109.726,558412.072,435.6455525
DE,1990.1,1990,1,1914830.507,1595322.456,326780.185,440.1825603
DE,1990.2,1990,2,2036328.344,1699673.373,238947.299,445.9165988
DE,1990.3,1990,3,2056451.508,1718532.669,1280448.864,451.0516418
DE,1990.4,1990,4,2001614.917,1653480.516,554963.526,455.6306909
DE,1991.1,1991,1,2025705.622,1678382.961,315170.245,460.9546907
DE,1991.2,1991,2,2144064.996,1778465.82,221501.196,467.9435828
DE,1991.3,1991,3,2115103.34,1749826.663,1287128.874,473.4045776
DE,1991.4,1991,4,2060031.52,1688765.057,538269.495,479.5025412
DE,1992.1,1992,1,2079151.596,1706293.462,292485.973,485.4331331
DE,1992.2,1992,2,2226424.921,1848485.46,213298.114,491.5295282
DE,1992.3,1992,3,2143369.674,1760127.393,1282654.593,495.4580493
DE,1992.4,1992,4,2116879.824,1729565.802,522125.513,498.9302148
DE,1993.1,1993,1,2128832.661,1741798.739,293701.424,501.0757565
DE,1993.2,1993,2,2361039.324,1952191.552,223171.141,508.9075902
DE,1993.3,1993,3,2128676.161,1734080.2,1283000.932,506.6868935
DE,1993.4,1993,4,2214837.803,1810376.784,549392.566,510.9425277
DE,1994.1,1994,1,2233018.041,1825191.965,305499.703,515.0208755
DE,1994.2,1994,2,2468434.176,2028283.012,226968.529,519.3016851
DE,1994.3,1994,3,2317845.77,1885897.459,1325321.066,527.9636996
DE,1994.4,1994,4,2316324.848,1883148.671,531847.339,531.6674602
DE,1995.1,1995,1,2358490.097,1915697.042,329490.76,536.3357683
DE,1995.2,1995,2,2535192.287,2075659.649,248052.547,535.5991755
DE,1995.3,1995,3,2574456.502,2119914.233,1424887.333,544.9515083
DE,1995.4,1995,4,2483180.698,2014813.434,546859.564,549.8763182
DE,1996.1,1996,1,2474509.638,2012066.976,329904.443,551.8434208
DE,1996.2,1996,2,2718314.952,2238291.493,262178.934,558.4051159
DE,1996.3,1996,3,2779165.874,2300733.98,1484730.506,567.7134901
DE,1996.4,1996,4,2655562.174,2164864.011,584897.838,572.1352606
DE,1997.1,1997,1,2661948.886,2177791.973,365951.578,578.3540905
DE,1997.2,1997,2,2980573.414,2476826.067,298550.275,588.6654489
DE,1997.3,1997,3,2978825.922,2476902.531,1566554.602,593.815945
DE,1997.4,1997,4,2804807.847,2308321.914,592477.56,598.275208
DE,1998.1,1998,1,2918378.033,2412952.633,380777.764,606.9167387
DE,1998.2,1998,2,3265936.274,2741142.115,301793.875,616.5561222
DE,1998.3,1998,3,3237317.744,2703180.402,1651772.908,624.8719367
DE,1998.4,1998,4,3125233.927,2586948.338,607940.942,636.476159
DE,1999.1,1999,1,3102839.474,2556339.794,388625.173,641.1420091
DE,1999.2,1999,2,3559376.826,2986446.002,316390.195,651.4444178
DE,1999.3,1999,3,3415711.833,2865273.359,1731039.554,655.6875271
DE,1999.4,1999,4,3269842.98,2719260.862,629788.49,657.7672299
DE,2000.1,2000,1,3390141.714,2821373.559,414128.805,666.7542637
DE,2000.2,2000,2,3830844.415,3241128.476,342900.368,674.172165
DE,2000.3,2000,3,3724691.371,3146676.875,1846828.441,684.4570423
DE,2000.4,2000,4,3422050.545,2821068.136,609461.67,690.1505489
DE,2001.1,2001,1,3493199.782,2891649.045,402910.116,694.132154
DE,2001.2,2001,2,4019744.917,3401382.159,324095.533,702.1586531
DE,2001.3,2001,3,3906483.589,3294519.336,1891775.137,710.1346419
DE,2001.4,2001,4,3660519.841,3047329.827,589583.516,720.0015951
DE,2002.1,2002,1,3715436.441,3115282.655,368116.223,730.8101975
DE,2002.2,2002,2,4098397.878,3457736.875,295486.906,737.1877469
DE,2002.3,2002,3,4108128.635,3453628.25,1875399.932,750.4819583
DE,2002.4,2002,4,3746516.431,3032645.196,563992.736,757.7811844
DE,2003.1,2003,1,3773049.854,3096743.663,359907.204,761.9477237
DE,2003.2,2003,2,4076463.875,3326368.257,275814.049,761.3467982
DE,2003.3,2003,3,4120510.01,3424889.385,1847594.727,763.2048905
DE,2003.4,2003,4,3864594.016,3101355.775,566589.281,768.893184
DE,2004.1,2004,1,3919152.321,3205647.4,361336.616,775.810796
DE,2004.2,2004,2,4314706.27,3538241.115,294457.159,785.962996
DE,2004.3,2004,3,4315883.093,3597834.47,1893135.221,791.0482819
DE,2004.4,2004,4,4076768.917,3278155.645,600671.561,797.0037969
DE,2005.1,2005,1,4083232.286,3326013.299,388768.084,800.6341985
DE,2005.2,2005,2,4732768.054,3865065.013,315318.25,815.282555
DE,2005.3,2005,3,4569111.73,3799092.475,1895450.378,824.3465627
DE,2005.4,2005,4,4265963.263,3412471.995,618434.3,829.8719204
DE,2006.1,2006,1,4447845.518,3568943.231,402050.934,843.5142398
DE,2006.2,2006,2,5087283.388,4239431.517,333913.603,856.8170137
DE,2006.3,2006,3,5120422.619,4208719.715,2040659.976,878.3195762
DE,2006.4,2006,4,4624177.8,3779673.565,594713.412,891.7087463
DE,2007.1,2007,1,4625316.102,3686945.13,392372.423,898.4292637
DE,2007.2,2007,2,4888959.694,3997990.235,317998.462,888.5287709
DE,2007.3,2007,3,5232601.853,4272319.987,2045489.942,893.4331376
DE,2007.4,2007,4,4729515.226,3826412.218,583987.432,897.6929892
DE,2008.1,2008,1,4702674.65,3703842.024,383732.017,900.3597674
DE,2008.2,2008,2,5061843.884,4119774.234,308057.821,907.6797008
DE,2008.3,2008,3,5275210.46,4264017.309,2314442.9,907.973952
DE,2008.4,2008,4,4689442.205,3754496.334,753734.845,905.2373184
DE,2009.1,2009,1,4762265.259,3735631.242,444449.505,909.0114815
DE,2009.2,2009,2,5050874.114,4075170.736,331518.417,912.3157481
DE,2009.3,2009,3,4998247.794,3961527.441,2173903.534,908.6306536
DE,2009.4,2009,4,4440302.733,3485143.951,685909.867,909.0307226
DE,2010.1,2010,1,4530603.273,3494164.804,395931.595,910.4270751
DE,2010.2,2010,2,4901418.785,3837382.028,306156.456,915.018439
DE,2010.3,2010,3,4783702.573,3843020.629,2029637.07,913.2737042
DE,2010.4,2010,4,4462950.405,3521285.858,712694.124,918.0232612
DE,2011.1,2011,1,4666749.488,3596741.041,441605.657,923.4183801
DE,2011.2,2011,2,5168302.953,4058347.485,343770.517,934.1144184
DE,2011.3,2011,3,5165659.893,4188481.571,2081793.769,947.987386
DE,2011.4,2011,4,4791503.803,3789851.929,733511.043,960.1112448
DE,2012.1,2012,1,4923161.505,3787759.098,456770.88,971.7077104
DE,2012.2,2012,2,5091164.793,3967141.814,330678.318,967.3180825
DE,2012.3,2012,3,5415594.197,4368471.3,2198686.337,977.8978398
DE,2012.4,2012,4,4905194.61,3776359.506,688883.545,983.3056157
DE,2013.1,2013,1,4815708.925,3731179.908,433038.073,976.8711478
DE,2013.2,2013,2,5474823.121,4218182.701,324397.459,992.1933135
DE,2013.3,2013,3,5479012.439,4388837.784,2204458.338,992.1176206
DE,2013.4,2013,4,5105038.609,3942037.848,697776.667,997.0061085
DE,2014.1,2014,1,5015675.209,3922965.394,447069.957,1000.790315
DE,2014.2,2014,2,5564386.153,4358503.535,366223.398,998.3734491
DE,2014.3,2014,3,5820517.892,4692107.469,2917406.135,1008.607878
DE,2014.4,2014,4,5298636.646,4087568.324,1410309.669,1010.823888
DE,2015.1,2015,1,5244543.115,4093721.378,864633.271,1015.150856
DE,2015.2,2015,2,5800905.076,4531132.196,638020.725,1019.50759
DE,2015.3,2015,3,5944396.695,4780145.236,3067687.038,1018.714523
DE,2015.4,2015,4,5538163.779,4277484.284,1458475.136,1023.59919
DE,2016.1,2016,1,5421831.42,4235043.778,897574.878,1025.069332
DE,2016.2,2016,2,6121430.483,4783689.194,678043.639,1034.32662
DE,2016.3,2016,3,5858435.889,4684934.969,3114982.749,1026.45218
DE,2016.4,2016,4,5572898.061,4280080.612,1509962.337,1024.996609
DE,2017.1,2017,1,5786735.353,4439600.479,932838.743,1038.696954
DE,2017.2,2017,2,5958114.905,4699862.755,641357.578,1030.263492
DE,2017.3,2017,3,6566097.59,5226464.144,3290440.831,1058.761412
DE,2017.4,2017,4,5705403.148,4451984.391,1486415.341,1062.765483
DE,2018.1,2018,1,5828106.579,4456453.66,899457.482,1062.877461
FL,1971.1,1971,1,NA,NA,NA,NA
FL,1971.2,1971,2,NA,NA,NA,NA
FL,1971.3,1971,3,NA,NA,NA,NA
FL,1971.4,1971,4,NA,NA,NA,NA
FL,1972.1,1972,1,NA,NA,NA,NA
FL,1972.2,1972,2,NA,NA,NA,NA
FL,1972.3,1972,3,NA,NA,NA,NA
FL,1972.4,1972,4,NA,NA,NA,NA
FL,1973.1,1973,1,NA,NA,NA,NA
FL,1973.2,1973,2,NA,NA,NA,NA
FL,1973.3,1973,3,NA,NA,NA,NA
FL,1973.4,1973,4,NA,NA,NA,NA
FL,1974.1,1974,1,NA,NA,NA,NA
FL,1974.2,1974,2,NA,NA,NA,NA
FL,1974.3,1974,3,4987883.308,4657658.964,4218165.606,39.15629883
FL,1974.4,1974,4,5592324.894,4813402.642,2922719.178,79.8879347
FL,1975.1,1975,1,5499578.543,4732023.799,1781918.796,120.5515217
FL,1975.2,1975,2,5825690.114,4864992.454,1410335.971,162.5735853
FL,1975.3,1975,3,5676520.418,4621687.684,4072461.842,165.1732345
FL,1975.4,1975,4,5796868.57,4609029.611,2614804.2,167.8723914
FL,1976.1,1976,1,5541891.454,4621599.28,1533185.536,169.3761652
FL,1976.2,1976,2,6011560.618,4900901.982,1210628.377,172.4079313
FL,1976.3,1976,3,5984743.948,4873506.334,4242482.826,174.2485074
FL,1976.4,1976,4,6149958.905,4960115.942,2720898.68,175.9359956
FL,1977.1,1977,1,5960072.263,4986831.386,1631946.488,178.4959462
FL,1977.2,1977,2,6718702.325,5497245.56,1402578.896,182.4228752
FL,1977.3,1977,3,6547760.521,5286510.258,4505239.428,185.0064307
FL,1977.4,1977,4,6864680.766,5527656.757,2868292.733,187.743334
FL,1978.1,1978,1,6768922.808,5654607.45,1743638.06,191.1741279
FL,1978.2,1978,2,7376788.124,6015719.133,1497899.233,192.1823206
FL,1978.3,1978,3,7713591.284,6277543.947,5552488.921,194.1896611
FL,1978.4,1978,4,8003321.929,6465856.901,4228750.202,195.9191447
FL,1979.1,1979,1,7953410.756,6618687.146,2743132.401,197.4682928
FL,1979.2,1979,2,8728244.122,7224357.48,2395567.703,199.5365822
FL,1979.3,1979,3,9028088.506,7448162.81,6650240.112,203.8902984
FL,1979.4,1979,4,9245254.113,7595221.617,4517336.838,208.2367472
FL,1980.1,1980,1,9126329.145,7704566.537,2907188.129,212.4100301
FL,1980.2,1980,2,10165677.35,8430566.697,2420928.456,218.0486036
FL,1980.3,1980,3,10572665.48,8803202.753,7673567.872,223.2708779
FL,1980.4,1980,4,10707144.25,8818822.896,4898331.117,228.3299645
